CD_CVM,receita,cpv,vendas,sga,ebit,pdd,caixa,estoques,ativo_total,intangivel,software,divida,pessoal,depreciacao,fco,template,pdd_fonte,alerta_receita,DENOM_CIA,setor_cvm,categoria_cvm,mercado_cvm,origem_dfp,setor,setor_fonte,ebitda,divida_liquida
16705,0.0,0.0,0.0,49973.0,-49973.0,0.0,137178.0,0.0,4663342715.0,0.0,,276181.0,0.0,0.0,136291.0,padrao,dva,False,YBYRÁ CAPITAL S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,consolidado,outros,padrao,-49973.0,139003.0
16748,6356833000.0,3621270000.0,0.0,859549000.0,1914370000.0,6678000.0,42023000.0,20316000.0,13027545000.0,8824749000.0,,4281993000.0,604059000.0,308423000.0,1953496000.0,padrao,dva,False,CIA RIOGRANDENSE DE SANEAMENTO,"Saneamento, Serv. Água e Gás",Categoria B,BALCÃO ORGANIZADO,individual,utilities,cvm,2222793000.0,4239970000.0
16772,9534606000.0,0.0,0.0,1794959000.0,7951671000.0,882888000.0,14482186000.0,0.0,93116596000.0,0.0,,30833000.0,1164286000.0,4940000.0,9516421000.0,padrao,dre,False,BNDES PARTICIPACOES S.A. - BNDESPAR,Emp. Adm. Part. - Sem Setor Principal,Categoria B,,individual,outros,padrao,7956611000.0,-14451353000.0
16861,1950410000.0,970892000.0,122928000.0,313459000.0,554048000.0,51639000.0,351382000.0,116404000.0,5556532000.0,3318593000.0,,2432330000.0,448621000.0,211303000.0,335465000.0,padrao,dva,False,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,individual,utilities,cvm,765351000.0,2080948000.0
16985,6342554000.0,4762775000.0,107344000.0,194414000.0,1196441000.0,107344000.0,875622000.0,60722000.0,8621032000.0,942777000.0,,4552647000.0,200374000.0,229340000.0,1197680000.0,padrao,dva,False,EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,individual,utilities,cvm,1425781000.0,3677025000.0
16993,621368000.0,416206000.0,0.0,140211000.0,-9846000.0,183000.0,311326000.0,2054000.0,2087293000.0,18353000.0,,0.0,160482000.0,10496000.0,81839000.0,padrao,dva,False,EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.,Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,650000.0,-311326000.0
17329,11218635000.0,5112053000.0,64610000.0,443460000.0,7682051000.0,0.0,3958758000.0,0.0,50112301000.0,5088963000.0,,23647649000.0,399039000.0,1072024000.0,4154242000.0,padrao,dva,False,ENGIE BRASIL ENERGIA S.A.,Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,8754075000.0,19688891000.0
17434,0.0,0.0,0.0,167388.0,-164533.0,0.0,1.0,0.0,117707.0,0.0,,0.0,0.0,0.0,-163878.0,padrao,dva,False,LONGDIS S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BALCÃO ORGANIZADO,individual,outros,padrao,-164533.0,-1.0
17450,13936389000.0,7533536000.0,49006000.0,661678000.0,2429087000.0,3149244000.0,7461618000.0,282580000.0,50593023000.0,6545890000.0,,19123218000.0,1260127000.0,5452624000.0,7664727000.0,padrao,dre,False,RUMO S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria A,BOLSA,consolidado,outros,padrao,7881711000.0,11661600000.0
17485,9328000000.0,6826000000.0,60000000.0,301000000.0,2024000000.0,117000000.0,745000000.0,0.0,12011000000.0,1339000000.0,,7267000000.0,583000000.0,393000000.0,1582000000.0,padrao,dre,False,ELEKTRO REDES S.A.,Energia Elétrica,Categoria A,BOLSA,individual,utilities,cvm,2417000000.0,6522000000.0
17493,0.0,0.0,0.0,1730755.0,-2510499.0,0.0,381265.0,0.0,1561547.0,983378.0,,0.0,0.0,85594.0,-1761619.0,padrao,dva,False,CAPITALPART PARTICIPACOES S.A.,Emp. Adm. Part. - Telecomunicações,Categoria A,BALCÃO ORGANIZADO,individual,utilities,cvm,-2424905.0,-381265.0
17671,55845048000.0,31352158000.0,12953799000.0,3205014000.0,8673512000.0,1523263000.0,6691098000.0,1097238000.0,124940673000.0,48261647000.0,,20746530000.0,6556767000.0,14202285000.0,19876568000.0,padrao,dva,False,TELEFÔNICA BRASIL S.A,Telecomunicações,Categoria A,BOLSA,consolidado,utilities,cvm,22875797000.0,14055432000.0
17850,55568000.0,49219000.0,0.0,8067000.0,-68944000.0,74000.0,6729000.0,2460000.0,74300000.0,0.0,,0.0,23694000.0,0.0,-53893000.0,padrao,dva,False,RUMO MALHA OESTE S.A.,Serviços Transporte e Logística,Categoria B,,individual,outros,padrao,-68944000.0,-6729000.0
17868,1877000.0,1802000.0,0.0,2631000.0,-1729000.0,0.0,0.0,334000.0,296343000.0,0.0,,43000.0,68000.0,1571000.0,-183000.0,padrao,dva,False,INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,,consolidado,industria,cvm,-158000.0,43000.0
17884,0.0,0.0,0.0,149000.0,-149000.0,0.0,440000.0,0.0,458000.0,0.0,,0.0,0.0,0.0,-98000.0,padrao,dva,False,BETAPART PARTICIPACOES S.A.,Emp. Adm. Part. - Crédito Imobiliário,Categoria A,BOLSA,individual,financeiro,cvm,-149000.0,-440000.0
17892,2903016000.0,1315680000.0,147647000.0,253076000.0,1207280000.0,23087000.0,730094000.0,32563000.0,5541642000.0,166362000.0,,2725880000.0,574977000.0,262092000.0,1403022000.0,padrao,dva,False,SANTOS BRASIL PARTICIPACOES S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria B,BOLSA,consolidado,outros,padrao,1469372000.0,1995786000.0
17930,4919228000.0,3252990000.0,2401000.0,106278000.0,1469204000.0,2266000.0,3427673000.0,103572000.0,19090480000.0,659000.0,,5749953000.0,320688000.0,723275000.0,1892666000.0,padrao,dva,False,RUMO MALHA PAULISTA S.A.,Serviços Transporte e Logística,Categoria B,,individual,outros,padrao,2192479000.0,2322280000.0
17949,7024973000.0,3909918000.0,18679000.0,595700000.0,2544924000.0,918000.0,4144613000.0,311260000.0,20613082000.0,324757000.0,,8168758000.0,984315000.0,1015019000.0,2782234000.0,padrao,dva,False,MRS LOGISTICA S.A.,Serviços Transporte e Logística,Categoria A,BALCÃO ORGANIZADO,consolidado,outros,padrao,3559943000.0,4024145000.0
17965,0.0,0.0,0.0,102000.0,-140000.0,0.0,975000.0,0.0,1009000.0,0.0,,0.0,0.0,0.0,-36000.0,padrao,dva,False,GAMA PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,individual,outros,padrao,-140000.0,-975000.0
17973,6390593000.0,2113100000.0,768095000.0,1562979000.0,1351968000.0,575612000.0,94965000.0,429461000.0,24200400000.0,14746730000.0,,6873212000.0,1700613000.0,688574000.0,867436000.0,padrao,dre,False,COGNA EDUCAÇÃO S.A.,Emp. Adm. Part. - Educação,Categoria A,BOLSA,consolidado,saude_educacao,cvm,2040542000.0,6778247000.0
18139,3844000000.0,2685000000.0,35000000.0,142000000.0,963000000.0,19000000.0,347000000.0,0.0,5978000000.0,523000000.0,,2904000000.0,183000000.0,182000000.0,802000000.0,padrao,dre,False,CIA ENERGETICA DO RIO GDE NORTE - COSERN,Energia Elétrica,Categoria B,BOLSA,individual,utilities,cvm,1145000000.0,2557000000.0
18309,10861897000.0,7404763000.0,288935000.0,227622000.0,2531582000.0,217985000.0,1318174000.0,19267000.0,17824899000.0,1464478000.0,,7675406000.0,155090000.0,424900000.0,2233304000.0,padrao,dva,False,EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.,Energia Elétrica,Categoria A,BOLSA,individual,utilities,cvm,2956482000.0,6357232000.0
18333,0.0,0.0,0.0,136000.0,-136000.0,0.0,104000.0,0.0,108000.0,0.0,,0.0,0.0,0.0,-124000.0,padrao,dva,False,PROMPT PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,individual,outros,padrao,-136000.0,-104000.0
18368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,padrao,dva,False,RIO PARANAPANEMA ENERGIA S.A.,Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,0.0,0.0
18376,7966581000.0,4229120000.0,1152707000.0,364588000.0,5131278000.0,0.0,2914747000.0,94384000.0,43304632000.0,438465000.0,,13273804000.0,372538000.0,37357000.0,-181477000.0,padrao,dva,False,ISA ENERGIA BRASIL,Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,5168635000.0,10359057000.0
18414,298759.0,203716.0,34530.0,60711.0,-5836.0,4318.0,158084.0,117157.0,719682.0,61834.0,,357264.0,101885.0,23376.0,-33159.0,padrao,dva,False,PADTEC HOLDING S.A.,Emp. Adm. Part. - Telecomunicações,Categoria A,BOLSA,consolidado,utilities,cvm,17540.0,199180.0
18465,133498913000.0,123811893000.0,2499547000.0,1872092000.0,4943451000.0,0.0,2071593000.0,3917076000.0,39558074000.0,1908330000.0,,15787262000.0,2306050000.0,1212733000.0,3735576000.0,padrao,dre,False,ULTRAPAR PARTICIPACOES S.A.,Emp. Adm. Part. - Petróleo e Gás,Categoria A,BOLSA,consolidado,commodities,cvm,6156184000.0,13715669000.0
18538,22586000.0,10809000.0,0.0,8654000.0,15482000.0,272000.0,4965000.0,0.0,86784000.0,0.0,,361000.0,5590000.0,2788000.0,5096000.0,padrao,dva,False,TERMINAL GARAGEM MENEZES CORTES S.A.,Serviços Transporte e Logística,Categoria A,,individual,outros,padrao,18270000.0,-4604000.0
18546,3137018000.0,1961055000.0,215620000.0,527289000.0,442100000.0,75224000.0,6781000.0,38293000.0,7002224000.0,5552857000.0,39235000.0,2522514000.0,430526000.0,251820000.0,653634000.0,padrao,dre,False,CAGECE - CIA DE AGUA E ESGOTO DO CEARA,"Saneamento, Serv. Água e Gás",Categoria A,BALCÃO ORGANIZADO,individual,utilities,cvm,693920000.0,2515733000.0
18589,160130000.0,71781000.0,0.0,9246000.0,78914000.0,0.0,261818000.0,8397000.0,1254703000.0,50395000.0,,107933000.0,17895000.0,43174000.0,106482000.0,padrao,dva,False,INVESTCO S.A.,Energia Elétrica,Categoria A,,individual,utilities,cvm,122088000.0,-153885000.0
18597,5913000.0,4415000.0,552000.0,1994000.0,-632000.0,0.0,2613000.0,0.0,9755000.0,875000.0,,693000.0,3026000.0,856000.0,-1166000.0,padrao,dva,False,DTCOM - DIRECT TO COMPANY S.A.,Telecomunicações,Categoria A,BOLSA,individual,utilities,cvm,224000.0,-1920000.0
18627,6848219000.0,2890386000.0,562354000.0,1082608000.0,2376613000.0,124439000.0,1800757000.0,73183000.0,20508000000.0,11589509000.0,,6631335000.0,1536428000.0,559949000.0,2775021000.0,padrao,dva,False,CIA SANEAMENTO DO PARANA - SANEPAR,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,individual,utilities,cvm,2936562000.0,4830578000.0
18660,42628210000.0,29059437000.0,981340000.0,1588046000.0,10830228000.0,416808000.0,1973401000.0,221573000.0,77129194000.0,7824433000.0,,28788338000.0,2289234000.0,1977330000.0,6788942000.0,padrao,dre,False,CPFL ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,12807558000.0,26814937000.0
18708,87662000.0,30604000.0,135000.0,76797000.0,31252000.0,0.0,3712000.0,0.0,1239221000.0,10516000.0,,113325000.0,41205000.0,11884000.0,-20323000.0,padrao,dva,False,CIA PARTICIPACOES ALIANCA DA BAHIA,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,consolidado,outros,padrao,43136000.0,109613000.0
18724,0.0,0.0,0.0,26286000.0,1134569000.0,0.0,287950000.0,0.0,8606884000.0,2306000.0,,0.0,16422000.0,0.0,790041000.0,padrao,dva,False,BRADESPAR S.A.,Emp. Adm. Part. - Extração Mineral,Categoria A,BOLSA,individual,commodities,cvm,1134569000.0,-287950000.0
18775,3331291000.0,1935977000.0,0.0,167044000.0,1191585000.0,32859000.0,892784000.0,7632000.0,15862329000.0,10460900000.0,,3321195000.0,134476000.0,1121850000.0,1814413000.0,padrao,dva,False,INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria A,BOLSA,consolidado,outros,padrao,2313435000.0,2428411000.0
18821,21783791000.0,14448085000.0,0.0,2153483000.0,5428889000.0,77997000.0,4187905000.0,499822000.0,59097099000.0,36579861000.0,,33878743000.0,2064422000.0,1716427000.0,7172545000.0,padrao,dre,False,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria A,BOLSA,consolidado,outros,padrao,7145316000.0,29690838000.0
18953,5045523000.0,1747548000.0,217000.0,272811000.0,3080276000.0,79000.0,526099000.0,63767000.0,14769894000.0,2434831000.0,,1504269000.0,107171000.0,325754000.0,3273518000.0,padrao,dva,False,CPFL GERACAO DE ENERGIA S.A.,Energia Elétrica,Categoria B,,consolidado,utilities,cvm,3406030000.0,978170000.0
18996,1866572000.0,1350377000.0,0.0,108689000.0,397729000.0,14677000.0,29079000.0,4016000.0,2579453000.0,376727000.0,,1107073000.0,85711000.0,95440000.0,626921000.0,padrao,dva,False,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A,Energia Elétrica,Categoria B,BOLSA,individual,utilities,cvm,493169000.0,1077994000.0
19097,0.0,0.0,0.0,54000.0,-54000.0,0.0,16000.0,0.0,16000.0,0.0,,0.0,0.0,0.0,-60000.0,padrao,dva,False,CAIANDA PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,individual,outros,padrao,-54000.0,-16000.0
19100,371753000.0,332092000.0,0.0,91003000.0,-53193000.0,0.0,68431000.0,0.0,1105551000.0,646759000.0,,220713000.0,321317000.0,60510000.0,9869000.0,padrao,dva,False,CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Comunicação e Informática,Categoria A,BOLSA,consolidado,tecnologia,cvm,7317000.0,152282000.0
19119,0.0,0.0,0.0,108000.0,-108000.0,0.0,20000.0,0.0,20000.0,0.0,,0.0,0.0,0.0,-114000.0,padrao,dva,False,CABINDA PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,individual,outros,padrao,-108000.0,-20000.0
19135,0.0,0.0,0.0,54000.0,-54000.0,0.0,18000.0,0.0,18000.0,0.0,,0.0,0.0,0.0,-60000.0,padrao,dva,False,CACONDE PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,,individual,outros,padrao,-54000.0,-18000.0
19186,3852135000.0,1994151000.0,340670000.0,570033000.0,848036000.0,56298000.0,389201000.0,103344000.0,8574155000.0,3440296000.0,,1192865000.0,1067754000.0,192702000.0,940896000.0,padrao,dva,False,SANEAMENTO DE GOIAS SA,"Saneamento, Serv. Água e Gás",Categoria B,,individual,utilities,cvm,1040738000.0,803664000.0
19208,0.0,0.0,0.0,11933000.0,-12849000.0,0.0,39313000.0,0.0,42130000.0,6000.0,,7668000.0,4744000.0,5000.0,-1448000.0,padrao,dva,False,CONC RIO-TERESOPOLIS S.A.,Serviços Transporte e Logística,Categoria A,BOLSA,individual,outros,padrao,-12844000.0,-31645000.0
19232,8269000.0,1735000.0,0.0,1887000.0,5230000.0,0.0,0.0,0.0,15317000.0,0.0,,10959000.0,86000.0,742000.0,5827000.0,padrao,dva,False,PRODUTORES ENERGET.DE MANSO S.A.- PROMAN,Energia Elétrica,Categoria A,BALCÃO ORGANIZADO,consolidado,utilities,cvm,5972000.0,10959000.0
19275,5901753000.0,4432354000.0,171922000.0,186466000.0,1093715000.0,70500000.0,245319000.0,8402000.0,8014456000.0,583812000.0,,4257540000.0,213222000.0,162478000.0,309641000.0,padrao,dre,False,CIA PIRATININGA DE FORCA E LUZ,Energia Elétrica,Categoria B,BALCÃO ORGANIZADO,individual,utilities,cvm,1256193000.0,4012221000.0
19305,142905000.0,125022000.0,39980000.0,49694000.0,-81211000.0,5000.0,77620000.0,54994000.0,465899000.0,45719000.0,,121383000.0,34013000.0,0.0,-91845000.0,padrao,dva,False,BIOMM S.A.,Farmacêutico e Higiene,Categoria A,BOLSA,consolidado,saude_educacao,cvm,-81211000.0,43763000.0
19330,1322852000.0,868692000.0,0.0,180041000.0,59002000.0,0.0,53276000.0,0.0,2767002000.0,830165000.0,,1428274000.0,155636000.0,184304000.0,450336000.0,padrao,dva,False,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria A,BOLSA,consolidado,outros,padrao,243306000.0,1374998000.0
19364,182418000.0,90670000.0,0.0,48607000.0,43141000.0,0.0,56285000.0,0.0,990332000.0,254690000.0,1384000.0,154507000.0,29082000.0,42789000.0,47883000.0,padrao,dva,False,ITAPEBI GERACAO DE ENERGIA S.A.,Energia Elétrica,Categoria B,BOLSA,individual,utilities,cvm,85930000.0,98222000.0
19445,7878006000.0,4504365000.0,503064000.0,717294000.0,1994541000.0,214862000.0,642082000.0,104850000.0,15511789000.0,6262652000.0,,6113169000.0,1493214000.0,801005000.0,2050527000.0,padrao,dre,False,CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,"Saneamento, Serv. Água e Gás",Categoria A,BOLSA,consolidado,utilities,cvm,2795546000.0,5471087000.0
19453,9872372000.0,5963464000.0,0.0,350366000.0,3522291000.0,0.0,2337602000.0,0.0,29296082000.0,21310938000.0,,20034921000.0,622852000.0,984810000.0,3935501000.0,padrao,dva,False,ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,Serviços Transporte e Logística,Categoria A,BOLSA,consolidado,outros,padrao,4507101000.0,17697319000.0
19550,21271580000.0,7063276000.0,8609117000.0,2536438000.0,1595698000.0,418081000.0,1741187000.0,2386616000.0,20315234000.0,779659000.0,,2389399000.0,3016637000.0,694050000.0,1909139000.0,padrao,dva,False,NATURA COSMÉTICOS S.A.,Farmacêutico e Higiene,Categoria A,BOLSA,consolidado,saude_educacao,cvm,2289748000.0,648212000.0
19569,19129573000.0,13384943000.0,1328724000.0,4903100000.0,-196648000.0,1438000.0,2061443000.0,432250000.0,23986261000.0,2052059000.0,,22624890000.0,2569963000.0,1891237000.0,1163709000.0,padrao,dva,False,GOL LINHAS AEREAS INTELIGENTES S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,Categoria A,BOLSA,consolidado,outros,padrao,1694589000.0,20563447000.0
19593,11145000.0,5293000.0,841000.0,4936000.0,-27045000.0,163000.0,1013000.0,0.0,6818000.0,0.0,,22652000.0,2028000.0,890000.0,49000.0,padrao,dva,False,SANESALTO SANEAMENTO S.A.,"Saneamento, Serv. Água e Gás",Categoria B,,individual,utilities,cvm,-26155000.0,21639000.0
19615,2628580000.0,1387506000.0,618441000.0,111264000.0,557564000.0,19421000.0,76109000.0,502517000.0,4500059000.0,102780000.0,,88824000.0,688454000.0,67480000.0,702738000.0,padrao,dva,False,GRENDENE S.A.,Têxtil e Vestuário,Categoria A,BOLSA,consolidado,industria,cvm,625044000.0,12715000.0
19623,15322079000.0,11128831000.0,0.0,3186724000.0,1093993000.0,200073000.0,1742762000.0,465538000.0,26458471000.0,10087355000.0,,10397009000.0,4281088000.0,1366818000.0,27946000.0,padrao,dva,False,DIAGNOSTICOS DA AMERICA S.A.,Serviços Médicos,Categoria A,BOLSA,consolidado,saude_educacao,cvm,2460811000.0,8654247000.0
19720,225244.0,32097.0,0.0,153175.0,32647.0,0.0,8934.0,0.0,451152.0,0.0,,0.0,0.0,0.0,-538911.0,padrao,dva,False,SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS,Securitização de Recebíveis,Categoria B,BOLSA,individual,financeiro,cvm,32647.0,-8934.0
19739,37271558000.0,28518696000.0,2155698000.0,791995000.0,5805169000.0,271276000.0,3568636000.0,0.0,87243607000.0,8877933000.0,,44766537000.0,2368964000.0,6109548000.0,650353000.0,padrao,dva,False,LOCALIZA RENT A CAR S.A.,Serviços Transporte e Logística,Categoria A,BOLSA,consolidado,outros,padrao,11914717000.0,41197901000.0
19763,17447189000.0,12676243000.0,170654000.0,711608000.0,4323685000.0,170079000.0,4217535000.0,310800000.0,38609789000.0,3143919000.0,,13133477000.0,550843000.0,757593000.0,3448438000.0,padrao,dva,False,EDP - ENERGIAS DO BRASIL S.A.,Energia Elétrica,Categoria B,BOLSA,consolidado,utilities,cvm,5081278000.0,8915942000.0
19771,6627303000.0,4800325000.0,0.0,255196000.0,797857000.0,781190000.0,2018567000.0,0.0,20909099000.0,15391941000.0,,14483653000.0,346553000.0,1410364000.0,1150755000.0,padrao,dre,False,ARTERIS S.A.,Serviços Transporte e Logística,Categoria B,,consolidado,outros,padrao,2208221000.0,12465086000.0
19836,43950742000.0,30236061000.0,1575890000.0,2845282000.0,3504598000.0,25279000.0,16903542000.0,2072905000.0,141265902000.0,26330785000.0,,72965179000.0,2677572000.0,7023983000.0,13081286000.0,padrao,dva,False,COSAN S.A.,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,BOLSA,consolidado,commodities,cvm,10528581000.0,56061637000.0
19852,667774000.0,519153000.0,0.0,0.0,117414000.0,0.0,165064000.0,0.0,1281198000.0,2763000.0,,0.0,20961000.0,46692000.0,230634000.0,padrao,dva,False,TERMOPERNAMBUCO S.A.,Energia Elétrica,Categoria B,BOLSA,individual,utilities,cvm,164106000.0,-165064000.0
19879,14876283000.0,12548754000.0,0.0,922804000.0,1177061000.0,117052000.0,185797000.0,80158000.0,25343661000.0,1477868000.0,,9505843000.0,612372000.0,893938000.0,2150286000.0,padrao,dva,False,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,2070999000.0,9320046000.0
19909,1570387000.0,170519000.0,356168000.0,0.0,976417000.0,29257000.0,16689000.0,0.0,20527438000.0,206405000.0,,3565717000.0,167038000.0,96219000.0,1021039000.0,padrao,dva,False,BR MALLS PARTICIPACOES S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),Categoria B,BOLSA,consolidado,varejo,cvm,1072636000.0,3549028000.0
19992,5224007000.0,1594149000.0,1135920000.0,593409000.0,877269000.0,59356000.0,1942162000.0,0.0,8531721000.0,4261225000.0,,1661549000.0,2380010000.0,326269000.0,1114611000.0,padrao,dre,False,TOTVS S.A.,Comunicação e Informática,Categoria A,BOLSA,consolidado,tecnologia,cvm,1203538000.0,-280613000.0
20001,10972000.0,3340000.0,0.0,911000.0,6175000.0,0.0,2673000.0,0.0,24729000.0,0.0,,0.0,0.0,2431000.0,8224000.0,padrao,dva,False,XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria B,,individual,outros,padrao,8606000.0,-2673000.0
20010,45366675000.0,32309713000.0,1258105000.0,2174553000.0,8636463000.0,630522000.0,3306364000.0,150896000.0,116412091000.0,32373681000.0,,55827078000.0,1015132000.0,2185353000.0,4251208000.0,padrao,dre,False,EQUATORIAL S.A.,Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,10821816000.0,52520714000.0
20028,2171344000.0,1394290000.0,220823000.0,164621000.0,478209000.0,24128000.0,569472000.0,274491000.0,2943849000.0,706257000.0,,599216000.0,529711000.0,105141000.0,438198000.0,padrao,dva,False,VALID SOLUÇÕES S.A.,Comunicação e Informática,Categoria A,BOLSA,consolidado,tecnologia,cvm,583350000.0,29744000.0
20036,1058909000.0,747019000.0,55064000.0,65534000.0,185807000.0,0.0,170953000.0,233542000.0,3605082000.0,4479000.0,,1043998000.0,86896000.0,80175000.0,182044000.0,padrao,dva,False,BRASILAGRO - CIA BRAS DE PROP AGRICOLAS,"Agricultura (Açúcar, Álcool e Cana)",Categoria A,BOLSA,consolidado,commodities,cvm,265982000.0,873045000.0
20044,567639000.0,328250000.0,7540000.0,106593000.0,130657000.0,953000.0,96197000.0,3380000.0,696188000.0,367830000.0,,70541000.0,246809000.0,61708000.0,176168000.0,padrao,dva,False,CSU DIGITAL S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,consolidado,tecnologia,nome,192365000.0,-25656000.0
20052,0.0,0.0,0.0,365000.0,-365000.0,0.0,11356000.0,0.0,14817000.0,0.0,,0.0,43000.0,0.0,91000.0,padrao,dva,False,DINAMICA ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,Categoria B,,individual,utilities,cvm,-365000.0,-11356000.0
20060,123127000.0,96748000.0,12796000.0,23995000.0,26519000.0,250000.0,3515000.0,26930000.0,508795000.0,83198000.0,122000.0,179701000.0,41275000.0,5498000.0,-34468000.0,padrao,dva,True,LUPATECH S.A,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,consolidado,industria,cvm,32017000.0,176186000.0
20087,35424174000.0,29041940000.0,1671416000.0,1074842000.0,3772121000.0,121576000.0,9678721000.0,18181138000.0,73219718000.0,15498635000.0,,15425414000.0,3859357000.0,1331819000.0,5532441000.0,padrao,dre,False,EMBRAER S.A.,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,consolidado,industria,cvm,5103940000.0,5746693000.0
20125,2281192000.0,1498142000.0,1431000.0,103201000.0,687233000.0,6367000.0,16531000.0,56000.0,2122069000.0,920027000.0,0.0,0.0,241976000.0,49793000.0,604987000.0,padrao,dre,False,BRADSAÚDE S.A.,Serviços Médicos,Categoria A,BOLSA,consolidado,saude_educacao,cvm,737026000.0,-16531000.0
20192,3478205000.0,1048867000.0,0.0,210694000.0,2218644000.0,526000.0,377368000.0,0.0,7488651000.0,5934542000.0,,4659345000.0,145547000.0,403482000.0,2004296000.0,padrao,dre,False,CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN,Serviços Transporte e Logística,Categoria B,BOLSA,individual,outros,padrao,2622126000.0,4281977000.0
20257,3718138000.0,1245831000.0,0.0,273079000.0,2863363000.0,0.0,750976000.0,0.0,20431093000.0,194350000.0,,9799865000.0,223421000.0,24720000.0,1540337000.0,padrao,dva,False,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Emp. Adm. Part. - Energia Elétrica,Categoria A,BOLSA,consolidado,utilities,cvm,2888083000.0,9048889000.0
20303,26617174000.0,22301402000.0,164690000.0,582666000.0,2884986000.0,164690000.0,951779000.0,0.0,32453115000.0,13803949000.0,,10037621000.0,1416864000.0,921920000.0,2114323000.0,padrao,dre,False,CEMIG DISTRIBUICAO S.A.,Energia Elétrica,Categoria B,,individual,utilities,cvm,3806906000.0,9085842000.0
20320,6108966000.0,3458773000.0,3725000.0,171204000.0,5434338000.0,0.0,233739000.0,0.0,17664336000.0,724771000.0,,1031924000.0,438164000.0,333369000.0,2306542000.0,padrao,dva,False,CEMIG GERACAO E TRANSMISSAO S.A.,Energia Elétrica,Categoria B,,consolidado,utilities,cvm,5767707000.0,798185000.0
20338,9662833000.0,6336786000.0,1936590000.0,417007000.0,829349000.0,0.0,2152587000.0,1687637000.0,12768867000.0,2414480000.0,252309000.0,2389689000.0,1373994000.0,368969000.0,591669000.0,padrao,dre,False,M.DIAS BRANCO S.A. IND COM DE ALIMENTOS,Alimentos,Categoria A,BOLSA,consolidado,industria,cvm,1198318000.0,237102000.0
