CD_CVM,receita,cpv,vendas,sga,ebit,pdd,caixa,estoques,ativo_total,intangivel,software,divida,pessoal,depreciacao,fco,template,pdd_fonte,alerta_receita,DENOM_CIA,setor_cvm,categoria_cvm,mercado_cvm,origem_dfp,setor,setor_fonte,ebitda,divida_liquida
6211,5490878000.0,3694967000.0,563965000.0,489950000.0,724106000.0,2485000.0,1316248000.0,1443447000.0,7222660000.0,1874550000.0,,2748800000.0,622678000.0,267424000.0,1530042000.0,padrao,dva,False,FRASLE MOBILITY S.A.,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,consolidado,industria,cvm,991530000.0,1432552000.0
6343,9692948000.0,8469797000.0,466656000.0,470022000.0,-156481000.0,2884000.0,1853156000.0,1721952000.0,9391641000.0,137440000.0,,4094716000.0,2165929000.0,381494000.0,915137000.0,padrao,dva,False,TUPY S.A.,Metalurgia e Siderurgia,Categoria A,BOLSA,consolidado,commodities,cvm,225013000.0,2241560000.0
6505,29197000000.0,20288000000.0,5509000000.0,1124000000.0,1343000000.0,1286000000.0,1225000000.0,5036000000.0,33638000000.0,2659000000.0,,6298000000.0,2703000000.0,1037000000.0,15129000000.0,padrao,dva,False,GRUPO CASAS BAHIA S.A.,Comércio (Atacado e Varejo),Categoria A,BOLSA,consolidado,varejo,cvm,2380000000.0,5073000000.0
6629,4722000.0,0.0,0.0,458000.0,4138000.0,0.0,12000.0,0.0,12591000.0,142000.0,,324582000.0,0.0,0.0,-2000.0,padrao,dva,False,HERCULES S.A. FABRICA DE TALHERES,Metalurgia e Siderurgia,Categoria A,BOLSA,individual,commodities,cvm,4138000.0,324570000.0
6700,193088000.0,66178000.0,11909000.0,61467000.0,76811000.0,350000.0,45094000.0,5112000.0,528929000.0,0.0,,5000.0,27995000.0,11068000.0,80978000.0,padrao,dva,False,HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL,Hospedagem e Turismo,Categoria A,BOLSA,consolidado,outros,padrao,87879000.0,-45089000.0
7510,1326712000.0,956305000.0,135088000.0,159458000.0,93423000.0,3829000.0,376534000.0,696508000.0,2759061000.0,45913000.0,,1021466000.0,376454000.0,70086000.0,178239000.0,padrao,dva,False,ROMI S.A.,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,consolidado,industria,cvm,163509000.0,644932000.0
7544,115881000.0,91321000.0,14953000.0,16565000.0,-9408000.0,337000.0,100000.0,37901000.0,173064000.0,1115000.0,,352046000.0,36207000.0,4165000.0,-3497000.0,padrao,dva,False,TEXTIL RENAUXVIEW S.A.,Têxtil e Vestuário,Categoria A,BOLSA,consolidado,industria,cvm,-5243000.0,351946000.0
7595,6503000.0,9505000.0,8520000.0,378821000.0,-395318000.0,6568000.0,85000.0,7927000.0,370591000.0,11696000.0,,828752000.0,11091000.0,6453000.0,46912000.0,padrao,dre,True,INEPAR S.A. INDUSTRIA E CONSTRUCOES EM RECUPERACAO JUDICIAL,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,consolidado,industria,cvm,-388865000.0,828667000.0
7617,8249000000.0,6239000000.0,1189000000.0,556000000.0,18119000000.0,20000000.0,4039000000.0,1761000000.0,111187000000.0,834000000.0,,10785000000.0,1375000000.0,1261000000.0,166000000.0,padrao,dva,False,ITAÚSA S.A.,Emp. Adm. Part. - Intermediação Financeira,Categoria A,BOLSA,consolidado,financeiro,cvm,19380000000.0,6746000000.0
7811,174975000.0,233908000.0,1325000.0,33575000.0,-191992000.0,3370000.0,3335000.0,370714000.0,742506000.0,3147000.0,486000.0,348430000.0,18251000.0,931000.0,-77416000.0,padrao,dva,False,JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",Categoria A,BOLSA,consolidado,construcao,cvm,-191061000.0,345095000.0
7870,1490300000.0,1128089000.0,106584000.0,96429000.0,193920000.0,3933000.0,316431000.0,279302000.0,1512406000.0,137317000.0,,333162000.0,218367000.0,38000000.0,120350000.0,padrao,dva,False,KEPLER WEBER S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,Categoria A,BOLSA,consolidado,commodities,cvm,231920000.0,16731000.0
8036,13509764000.0,11475599000.0,0.0,844584000.0,1082486000.0,335780000.0,71721000.0,79556000.0,21100772000.0,822867000.0,,6383648000.0,696008000.0,779912000.0,244589000.0,padrao,dva,False,LIGHT SERVICOS DE ELETRICIDADE S.A.,Energia Elétrica,Categoria B,BOLSA,individual,utilities,cvm,1862398000.0,6311927000.0
8133,15829460000.0,6061578000.0,4132724000.0,2010546000.0,1797160000.0,950543000.0,978066000.0,1865898000.0,19626027000.0,1610962000.0,,379875000.0,2268233000.0,1290958000.0,2801957000.0,padrao,dva,False,LOJAS RENNER S.A.,Comércio (Atacado e Varejo),Categoria A,BOLSA,consolidado,varejo,cvm,3088118000.0,-598191000.0
8192,158057000.0,109482000.0,0.0,21111000.0,29035000.0,1077000.0,28108000.0,485000.0,241935000.0,5430000.0,,18354000.0,53575000.0,18632000.0,39750000.0,padrao,dva,False,TREVISA INVESTIMENTOS S.A.,Emp. Adm. Part. - Sem Setor Principal,Categoria A,BOLSA,consolidado,outros,padrao,47667000.0,-9754000.0
8397,1063608000.0,928369000.0,11225000.0,44356000.0,74084000.0,4987000.0,30105000.0,140997000.0,721479000.0,1535000.0,,534235000.0,171682000.0,21715000.0,139848000.0,padrao,dva,False,MANGELS INDUSTRIAL S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,Categoria A,BOLSA,consolidado,commodities,cvm,95799000.0,504130000.0
8427,150810000.0,93930000.0,33451000.0,41471000.0,248462000.0,9872000.0,453000.0,30417000.0,353051000.0,1757000.0,,126282000.0,46722000.0,1613000.0,-208448000.0,padrao,dva,False,MANUFATURA DE BRINQUEDOS ESTRELA S.A.,Brinquedos e Lazer,Categoria A,BOLSA,consolidado,industria,cvm,250075000.0,125829000.0
8451,9057548000.0,6743255000.0,417611000.0,472533000.0,1349620000.0,7517000.0,2221811000.0,1771089000.0,9722646000.0,299582000.0,,3692534000.0,1727783000.0,156471000.0,1438765000.0,padrao,dva,False,MARCOPOLO S.A.,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,consolidado,industria,cvm,1506091000.0,1470723000.0
8575,5406682000.0,3933531000.0,376977000.0,180573000.0,916237000.0,1719000.0,635305000.0,754748000.0,3793564000.0,388986000.0,,1657572000.0,896475000.0,127500000.0,757782000.0,padrao,dva,False,MAHLE METAL LEVE S.A.,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,BOLSA,consolidado,industria,cvm,1043737000.0,1022267000.0
8656,69858532000.0,61891039000.0,782351000.0,1351056000.0,3727878000.0,10249000.0,5958028000.0,14731081000.0,81758415000.0,12687092000.0,,14182151000.0,8082609000.0,3683585000.0,7983723000.0,padrao,dva,False,METALURGICA GERDAU S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,Categoria A,BOLSA,consolidado,commodities,cvm,7411463000.0,8224123000.0
8672,1486833000.0,371207000.0,0.0,185116000.0,1122829000.0,6904000.0,36013000.0,41576000.0,9497101000.0,101366000.0,,3964050000.0,159770000.0,127300000.0,328860000.0,padrao,dva,False,IGUATEMI S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),Categoria A,BOLSA,consolidado,varejo,cvm,1250129000.0,3928037000.0
8745,436704000.0,349667000.0,30284000.0,20975000.0,31200000.0,4000.0,52691000.0,33923000.0,177388000.0,74000.0,68000.0,0.0,22607000.0,0.0,35009000.0,padrao,dva,False,METANOR SA METANOL DO NE,Petroquímicos e Borracha,Categoria A,,consolidado,commodities,cvm,31200000.0,-52691000.0
8753,532602422.0,412590423.0,50395875.0,36348659.0,33483194.0,118286.0,230694014.0,147551763.0,615028682.0,297610.0,297610.0,83655217.0,108472605.0,16018536.0,64271100.0,padrao,dva,False,METISA METALURGICA TIMBOENSE S.A.,Metalurgia e Siderurgia,Categoria A,BOLSA,consolidado,commodities,cvm,49501730.0,-147038797.0
8818,1252236000.0,1142542000.0,62802000.0,62407000.0,56302000.0,0.0,46895000.0,176692000.0,593391000.0,25965000.0,,83239000.0,72506000.0,10270000.0,-9974000.0,padrao,dva,False,MINASMAQUINAS S.A.,"Máquinas, Equipamentos, Veículos e Peças",Categoria A,,individual,industria,cvm,66572000.0,36344000.0
9067,50116256000.0,33890317000.0,3312740000.0,2792004000.0,10646900000.0,119417000.0,15206854000.0,8155847000.0,167979969000.0,12970692000.0,,94801257000.0,5546051000.0,11298347000.0,18088228000.0,padrao,dva,False,SUZANO HOLDING S.A.,Emp. Adm. Part. - Papel e Celulose,Categoria A,BOLSA,consolidado,commodities,cvm,21945247000.0,79594403000.0
9083,2743000.0,253000.0,0.0,7562000.0,-5069000.0,0.0,11000.0,0.0,18915000.0,0.0,,29881000.0,406000.0,0.0,-14891000.0,padrao,dva,False,NORDON INDUSTRIAS METALURGICAS S.A.,Metalurgia e Siderurgia,Categoria A,BOLSA,individual,commodities,cvm,-5069000.0,29870000.0
9342,5512118000.0,3727600000.0,1364776000.0,183483000.0,254693000.0,0.0,43745000.0,1166554000.0,3830510000.0,108526000.0,,1506265000.0,677530000.0,232540000.0,473100000.0,padrao,dre,False,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,Comércio (Atacado e Varejo),Categoria A,BOLSA,consolidado,varejo,cvm,487233000.0,1462520000.0
9393,562435000.0,795622000.0,8632000.0,82884000.0,-599353000.0,919000.0,2166000.0,89905000.0,1207162000.0,2689000.0,,5698972000.0,172250000.0,79759000.0,60706000.0,padrao,dva,False,PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL,Metalurgia e Siderurgia,Categoria A,BOLSA,consolidado,commodities,cvm,-519594000.0,5696806000.0
9415,570113000.0,492680000.0,0.0,48799000.0,31118000.0,0.0,69630000.0,0.0,574847000.0,0.0,,2728000.0,17381000.0,4456000.0,-15321000.0,padrao,dva,False,SAO PAULO TURISMO S.A.,Emp. Adm. Part. - Hospedagem e Turismo,Categoria A,BOLSA,individual,outros,padrao,35574000.0,-66902000.0
9512,497549000000.0,260551000000.0,28954000000.0,10802000000.0,145628000000.0,440000000.0,35608000000.0,45173000000.0,1223389000000.0,13885000000.0,,384025000000.0,46406000000.0,84388000000.0,200333000000.0,padrao,dva,False,PETROLEO BRASILEIRO S.A. PETROBRAS,Petróleo e Gás,Categoria A,BOLSA,consolidado,commodities,cvm,230016000000.0,348417000000.0
9520,9943000.0,8139000.0,289000.0,3591000.0,-2297000.0,0.0,13384000.0,848000.0,17750000.0,0.0,,0.0,4245000.0,72000.0,9000.0,padrao,dva,False,PETROLEO LUB DO NORDESTE SA,Petróleo e Gás,Categoria A,,individual,commodities,cvm,-2225000.0,-13384000.0
9539,854123394.0,716234437.0,37088269.0,58536254.0,54900157.0,633672.0,236167073.0,164279584.0,1024919360.0,6571378.0,6571378.0,366692969.0,141510941.0,37979969.0,78019589.0,padrao,dva,False,PETTENATI S.A. INDUSTRIA TEXTIL,Têxtil e Vestuário,Categoria B,BOLSA,consolidado,industria,cvm,92880126.0,130525896.0
9717,1828000.0,0.0,169000.0,1231000.0,47000.0,0.0,70000.0,0.0,2136000.0,0.0,,0.0,460000.0,27000.0,-9000.0,padrao,dva,False,PORTUENSE FERRAGENS S/A,"Construção Civil, Mat. Constr. e Decoração",Categoria A,,individual,construcao,cvm,74000.0,-70000.0
9954,0.0,0.0,0.0,1830000.0,70316000.0,0.0,207000.0,0.0,1033059000.0,0.0,,0.0,792000.0,0.0,13324000.0,padrao,dva,False,ALFA HOLDINGS S.A.,Emp. Adm. Part. - Intermediação Financeira,Categoria A,BOLSA,individual,financeiro,cvm,70316000.0,-207000.0
